district,Latitude,Longitude,Province,year,Months,temp.max,temp.min,rainfall,
IRENE WO,-25.91,28.21,GAUTENG,2008,4,23.6,9.8,6.4,
IRENE WO,-25.91,28.21,GAUTENG,2008,5,21.5,8.5,46.5,
IRENE WO,-25.91,28.21,GAUTENG,2008,6,19.8,5.8,8.3,
IRENE WO,-25.91,28.21,GAUTENG,2008,7,19.3,4.8,2.6,
IRENE WO,-25.91,28.21,GAUTENG,2008,8,23.6,8.2,0,
IRENE WO,-25.91,28.21,GAUTENG,2008,9,26.3,9.7,0,
IRENE WO,-25.91,28.21,GAUTENG,2008,10,28.4,14.4,56.4,
IRENE WO,-25.91,28.21,GAUTENG,2008,11,26.6,15.8,138.3,
IRENE WO,-25.91,28.21,GAUTENG,2008,12,28.6,16.7,43,
IRENE WO,-25.91,28.21,GAUTENG,2009,1,26.6,16.8,129.2,
IRENE WO,-25.91,28.21,GAUTENG,2009,2,25.8,15.5,94.1,
IRENE WO,-25.91,28.21,GAUTENG,2009,3,25.3,13.5,70.7,
IRENE WO,-25.91,28.21,GAUTENG,2009,4,24.3,10.6,3.5,
IRENE WO,-25.91,28.21,GAUTENG,2009,5,20.9,7.4,10.4,
IRENE WO,-25.91,28.21,GAUTENG,2009,6,18.5,6.1,36.1,
IRENE WO,-25.91,28.21,GAUTENG,2009,7,17.2,2.4,2.4,
IRENE WO,-25.91,28.21,GAUTENG,2009,8,20.6,6,6.6,
IRENE WO,-25.91,28.21,GAUTENG,2009,9,26.2,11.7,39.6,
IRENE WO,-25.91,28.21,GAUTENG,2009,10,26.1,14.2,60.9,
IRENE WO,-25.91,28.21,GAUTENG,2009,11,25.1,13.9,100.4,
IRENE WO,-25.91,28.21,GAUTENG,2009,12,27.3,15.5,126.1,
IRENE WO,-25.91,28.21,GAUTENG,2010,1,26.4,16.9,162.6,
IRENE WO,-25.91,28.21,GAUTENG,2010,2,27,15.7,138.4,
IRENE WO,-25.91,28.21,GAUTENG,2010,3,26.2,14.8,72.3,
IRENE WO,-25.91,28.21,GAUTENG,2010,4,23.3,13.9,105.3,
IRENE WO,-25.91,28.21,GAUTENG,2010,5,23,10.4,42.5,
IRENE WO,-25.91,28.21,GAUTENG,2010,6,20.1,5.5,0,
IRENE WO,-25.91,28.21,GAUTENG,2010,7,19.6,6.2,0,
IRENE WO,-25.91,28.21,GAUTENG,2010,8,23.1,6.9,0,
IRENE WO,-25.91,28.21,GAUTENG,2010,9,27.4,11.1,0,
IRENE WO,-25.91,28.21,GAUTENG,2010,10,28.5,13.1,24.2,
IRENE WO,-25.91,28.21,GAUTENG,2010,11,27,14.6,62.8,
IRENE WO,-25.91,28.21,GAUTENG,2010,12,27.1,15.7,197.7,
IRENE WO,-25.91,28.21,GAUTENG,2011,1,25.9,16.3,196.3,
IRENE WO,-25.91,28.21,GAUTENG,2011,2,26.6,15.3,117.8,
IRENE WO,-25.91,28.21,GAUTENG,2011,3,27.2,15.5,106.2,
IRENE WO,-25.91,28.21,GAUTENG,2011,4,21.9,12,63.6,
IRENE WO,-25.91,28.21,GAUTENG,2011,5,21.1,7.8,5.7,
IRENE WO,-25.91,28.21,GAUTENG,2011,6,18.6,4,25.5,
IRENE WO,-25.91,28.21,GAUTENG,2011,7,17.5,3.1,0,
IRENE WO,-25.91,28.21,GAUTENG,2011,8,21.4,5.9,4.4,
IRENE WO,-25.91,28.21,GAUTENG,2011,9,26.4,11.3,0,
IRENE WO,-25.91,28.21,GAUTENG,2011,10,26.2,12.6,83.7,
IRENE WO,-25.91,28.21,GAUTENG,2011,11,27.1,14.5,79.5,
IRENE WO,-25.91,28.21,GAUTENG,2011,12,26,15.8,171.4,
IRENE WO,-25.91,28.21,GAUTENG,2012,1,27.6,15.8,72.9,
IRENE WO,-25.91,28.21,GAUTENG,2012,2,28.1,16.5,62,
IRENE WO,-25.91,28.21,GAUTENG,2012,3,26.8,14.1,58.4,
IRENE WO,-25.91,28.21,GAUTENG,2012,4,23.2,9.8,0,
IRENE WO,-25.91,28.21,GAUTENG,2012,5,24.5,10.2,0,
IRENE WO,-25.91,28.21,GAUTENG,2012,6,18.6,4.8,0,
IRENE WO,-25.91,28.21,GAUTENG,2012,7,20,4.9,0,
IRENE WO,-25.91,28.21,GAUTENG,2012,8,22,6.8,0,
IRENE WO,-25.91,28.21,GAUTENG,2012,9,23,9.3,81.1,
IRENE WO,-25.91,28.21,GAUTENG,2012,10,25.2,13.2,84.3,
IRENE WO,-25.91,28.21,GAUTENG,2012,11,26.7,13.9,115.6,
IRENE WO,-25.91,28.21,GAUTENG,2012,12,26.1,15.5,113.1,
IRENE WO,-25.91,28.21,GAUTENG,2013,1,27.9,16.4,69.4,
IRENE WO,-25.91,28.21,GAUTENG,2013,2,28.8,15.6,66.6,
IRENE WO,-25.91,28.21,GAUTENG,2013,3,26.9,14.2,34.4,
IRENE WO,-25.91,28.21,GAUTENG,2013,4,23.2,10.3,79.4,
IRENE WO,-25.91,28.21,GAUTENG,2013,5,22.1,7.5,0.5,
IRENE WO,-25.91,28.21,GAUTENG,2013,6,20.8,5,0,
IRENE WO,-25.91,28.21,GAUTENG,2013,7,20,5.4,0,
IRENE WO,-25.91,28.21,GAUTENG,2013,8,20.7,6.2,4.4,
IRENE WO,-25.91,28.21,GAUTENG,2013,9,26.2,11.7,1.4,
IRENE WO,-25.91,28.21,GAUTENG,2013,10,26.2,12.4,77.1,
IRENE WO,-25.91,28.21,GAUTENG,2013,11,27.4,14.6,81.7,
IRENE WO,-25.91,28.21,GAUTENG,2013,12,25,15.5,177.7,
IRENE WO,-25.91,28.21,GAUTENG,2014,1,28,10.2,149.6,
IRENE WO,-25.91,28.21,GAUTENG,2014,2,26.8,16.3,208.3,
IRENE WO,-25.91,28.21,GAUTENG,2014,3,23.8,15.2,236.1,
IRENE WO,-25.91,28.21,GAUTENG,2014,4,22.8,10.3,9.3,
IRENE WO,-25.91,28.21,GAUTENG,2014,5,22.8,8.6,1.2,
IRENE WO,-25.91,28.21,GAUTENG,2014,6,20,4.8,0,
IRENE WO,-25.91,28.21,GAUTENG,2014,7,18.9,4.3,0.6,
IRENE WO,-25.91,28.21,GAUTENG,2014,8,21.3,7.3,5.9,
IRENE WO,-25.91,28.21,GAUTENG,2014,9,26.7,11.9,0.8,
IRENE WO,-25.91,28.21,GAUTENG,2014,10,27,12.3,47.8,
IRENE WO,-25.91,28.21,GAUTENG,2014,11,24.5,13.6,124.6,
IRENE WO,-25.91,28.21,GAUTENG,2014,12,26.2,15.6,193.1,
IRENE WO,-25.91,28.21,GAUTENG,2015,1,27.8,16.4,47.2,
IRENE WO,-25.91,28.21,GAUTENG,2015,2,29.1,15.9,20.9,
IRENE WO,-25.91,28.21,GAUTENG,2015,3,26.9,14.8,101.7,
IRENE WO,-25.91,28.21,GAUTENG,2015,4,24,11.9,27.7,
IRENE WO,-25.91,28.21,GAUTENG,2015,5,24.6,9.2,0,
IRENE WO,-25.91,28.21,GAUTENG,2015,6,18.6,4.9,2.2,
IRENE WO,-25.91,28.21,GAUTENG,2015,7,19.5,5.8,5.6,
IRENE WO,-25.91,28.21,GAUTENG,2015,8,25.2,9.8,0,
IRENE WO,-25.91,28.21,GAUTENG,2015,9,26.5,13.6,39.8,
IRENE WO,-25.91,28.21,GAUTENG,2015,10,30.8,16.7,20.9,
IRENE WO,-25.91,28.21,GAUTENG,2015,11,30,15.8,57,
IRENE WO,-25.91,28.21,GAUTENG,2015,12,31.7,18.8,94,
IRENE WO,-25.91,28.21,GAUTENG,2016,1,29.5,18.2,131.7,
IRENE WO,-25.91,28.21,GAUTENG,2016,2,31.1,18.7,61.3,
IRENE WO,-25.91,28.21,GAUTENG,2016,3,28.2,17,209,
IRENE WO,-25.91,28.21,GAUTENG,2016,4,27.1,14.1,8.1,
IRENE WO,-25.91,28.21,GAUTENG,2016,5,22.1,9.9,49.6,
IRENE WO,-25.91,28.21,GAUTENG,2016,6,20.7,7.7,11.4,
IRENE WO,-25.91,28.21,GAUTENG,2016,7,20.4,6.1,11.7,
IRENE WO,-25.91,28.21,GAUTENG,2016,8,24.3,8.3,3.8,
IRENE WO,-25.91,28.21,GAUTENG,2016,9,27.4,13.2,2.9,
IRENE WO,-25.91,28.21,GAUTENG,2016,10,28.9,14.2,63.7,
IRENE WO,-25.91,28.21,GAUTENG,2016,11,28.4,16.4,104,
IRENE WO,-25.91,28.21,GAUTENG,2016,12,28.8,17.6,95.6,
IRENE WO,-25.91,28.21,GAUTENG,2017,1,27.9,17.5,227.4,
IRENE WO,-25.91,28.21,GAUTENG,2017,2,27.1,17.9,146.8,
IRENE WO,-25.91,28.21,GAUTENG,2017,3,28.4,15.6,13.8,
IRENE WO,-25.91,28.21,GAUTENG,2017,4,25.2,13.4,68.8,
IRENE WO,-25.91,28.21,GAUTENG,2017,5,22.9,9.8,26.4,
IRENE WO,-25.91,28.21,GAUTENG,2017,6,21.5,7.6,0,
IRENE WO,-25.91,28.21,GAUTENG,2017,7,21.9,8,2.6,
IRENE WO,-25.91,28.21,GAUTENG,2017,8,22.9,8.7,0,
IRENE WO,-25.91,28.21,GAUTENG,2017,9,28.1,12.9,32.4,
IRENE WO,-25.91,28.21,GAUTENG,2017,10,26.5,13.5,16,
IRENE WO,-25.91,28.21,GAUTENG,2017,11,28.6,14.9,75.2,
IRENE WO,-25.91,28.21,GAUTENG,2017,12,28.2,16.9,141.4,
IRENE WO,-25.91,28.21,GAUTENG,2018,1,29.8,16.9,46.5,
IRENE WO,-25.91,28.21,GAUTENG,2018,2,27.8,17.2,55,
IRENE WO,-25.91,28.21,GAUTENG,2018,3,27.2,16.2,190.8,
IRENE WO,-25.91,28.21,GAUTENG,2018,4,25.1,14,34.6,
IRENE WO,-25.91,28.21,GAUTENG,2018,5,22.6,10.1,19.7,
IRENE WO,-25.91,28.21,GAUTENG,2018,6,21,6.9,0,
IRENE WO,-25.91,28.21,GAUTENG,2018,7,19.6,6.5,0,
IRENE WO,-25.91,28.21,GAUTENG,2018,8,24.6,10.5,1,
IRENE WO,-25.91,28.21,GAUTENG,2018,9,28.2,12.8,11.1,
IRENE WO,-25.91,28.21,GAUTENG,2018,10,27.9,13.2,46.5,
IRENE WO,-25.91,28.21,GAUTENG,2018,11,29.1,15.5,21.7,
IRENE WO,-25.91,28.21,GAUTENG,2018,12,31.1,17.8,123.9,
IRENE WO,-25.91,28.21,GAUTENG,2019,1,29.2,17.7,154.2,
IRENE WO,-25.91,28.21,GAUTENG,2019,2,28.1,17.3,138.9,
IRENE WO,-25.91,28.21,GAUTENG,2019,3,29.9,17.3,3.5,
IRENE WO,-25.91,28.21,GAUTENG,2019,4,23.8,13.3,91.2,
IRENE WO,-25.91,28.21,GAUTENG,2019,5,23.7,9.8,3.5,
IRENE WO,-25.91,28.21,GAUTENG,2019,6,21.1,6,0,
IRENE WO,-25.91,28.21,GAUTENG,2019,7,21.5,5.4,0,
IRENE WO,-25.91,28.21,GAUTENG,2019,8,25,10.1,0,
IRENE WO,-25.91,28.21,GAUTENG,2019,9,26.8,10.5,3,
IRENE WO,-25.91,28.21,GAUTENG,2019,10,30.1,14.7,11.4,
IRENE WO,-25.91,28.21,GAUTENG,2019,11,29.1,16.1,151.6,
IRENE WO,-25.91,28.21,GAUTENG,2019,12,25.9,16.6,215.8,
IRENE WO,-25.91,28.21,GAUTENG,2020,1,27.5,16.4,8,
IRENE WO,-25.91,28.21,GAUTENG,2020,2,28.3,15.8,155.6,
IRENE WO,-25.91,28.21,GAUTENG,2020,3,26,14,62.8,
IRENE WO,-25.91,28.21,GAUTENG,2020,4,23.3,11.3,82.8,
IRENE WO,-25.91,28.21,GAUTENG,2020,5,22.5,7.2,0,
IRENE WO,-25.91,28.21,GAUTENG,2020,6,19,3.7,10,
IRENE WO,-25.91,28.21,GAUTENG,2020,7,20.4,4,0,
IRENE WO,-25.91,28.21,GAUTENG,2020,8,22.3,6.1,0,
IRENE WO,-25.91,28.21,GAUTENG,2020,9,26.3,10.7,4.4,
IRENE WO,-25.91,28.21,GAUTENG,2020,10,27.3,14.5,113.6,
IRENE WO,-25.91,28.21,GAUTENG,2020,11,26.7,15,164.6,
IRENE WO,-25.91,28.21,GAUTENG,2020,12,27.2,16.6,115,
IRENE WO,-25.91,28.21,GAUTENG,2021,1,27.8,16.8,158.2,
IRENE WO,-25.91,28.21,GAUTENG,2021,2,27.1,15.8,99.6,
IRENE WO,-25.91,28.21,GAUTENG,2021,3,27.1,13.5,68.4,
IRENE WO,-25.91,28.21,GAUTENG,2021,4,26.3,11.5,33,
IRENE WO,-25.91,28.21,GAUTENG,2021,5,22.6,7.6,4.4,
IRENE WO,-25.91,28.21,GAUTENG,2021,6,20.1,5.5,0.4,
IRENE WO,-25.91,28.21,GAUTENG,2021,7,18.7,3.4,0,
IRENE WO,-25.91,28.21,GAUTENG,2021,8,22.7,7.5,0,
IRENE WO,-25.91,28.21,GAUTENG,2021,9,27.1,11.6,51.4,
IRENE WO,-25.91,28.21,GAUTENG,2021,10,25.4,12.2,60.8,
IRENE WO,-25.91,28.21,GAUTENG,2021,11,27.8,14.4,130.2,
IRENE WO,-25.91,28.21,GAUTENG,2021,12,25.5,14.7,192.6,
IRENE WO,-25.91,28.21,GAUTENG,2022,1,26.4,16.1,131.6,
IRENE WO,-25.91,28.21,GAUTENG,2022,2,28.2,15.3,162.2,
IRENE WO,-25.91,28.21,GAUTENG,2022,3,26.5,14.7,0,
IRENE WO,-25.91,28.21,GAUTENG,2022,4,21.8,10.8,168.4,
IRENE WO,-25.91,28.21,GAUTENG,2022,5,21.5,7.9,16.8,
IRENE WO,-25.91,28.21,GAUTENG,2022,6,18.7,4.6,15.8,
IRENE WO,-25.91,28.21,GAUTENG,2022,7,20,6.1,0,
IRENE WO,-25.91,28.21,GAUTENG,2022,8,22.2,7,0.6,
IRENE WO,-25.91,28.21,GAUTENG,2022,9,27.5,11.3,11.6,
IRENE WO,-25.91,28.21,GAUTENG,2022,10,29.5,14.9,45,
IRENE WO,-25.91,28.21,GAUTENG,2022,11,25.7,13.9,175.4,
IRENE WO,-25.91,28.21,GAUTENG,2022,12,27.1,15.6,0.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,1,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,2,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,3,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,4,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,5,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,6,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,7,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,8,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,9,29,13.5,0.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,10,30.6,17.9,34.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,11,29.3,17.6,139.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1995,12,27.6,17,144.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,1,28.2,18.4,187.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,2,26.9,17.6,263.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,3,26.9,14.7,95.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,4,24.7,11.6,5.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,5,22.9,8.7,22.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,6,21.8,4.9,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,7,20,4.6,8.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,8,23.2,9.3,1.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,9,28.5,13.3,2.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,10,29.7,16.2,73.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,11,27.8,17.2,77.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1996,12,28.9,17.7,58.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,1,29.8,18.6,87.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,2,29.8,17.6,43.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,3,26.4,16.6,42.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,4,26,11.8,12,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,5,23,8.2,28.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,6,22.9,5,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,7,21.8,6,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,8,26,9.6,0.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,9,27.2,14.4,4.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,10,27.9,14.7,55,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,11,29.4,16.9,109.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1997,12,30,18.2,88.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,1,29.8,18.9,67.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,2,31.5,18.6,49,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,3,31.5,18.8,17.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,4,29.6,14.6,7.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,5,26.5,9.3,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,6,24.8,6.1,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,7,23.2,7.5,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,8,24.5,8.3,5.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,9,28.3,13.9,12.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,10,28.4,16.3,35.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,11,28.7,17.3,80,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1998,12,28.5,17.6,79.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,1,30.6,18.4,38.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,2,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,3,29.4,17.1,59.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,4,29,14.6,8.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,5,25.4,10.8,16.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,6,23.2,6.7,0.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,7,22.1,7.6,9.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,8,25.4,9.7,5,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,9,26.9,12.7,2.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,10,26.2,12.7,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,11,25.2,17.8,124.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,1999,12,29,18,116.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,1,27.5,17.6,126.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,2,27.2,18.4,55,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,3,27.5,17.7,18.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,4,24.6,12.9,41,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,5,22.5,7.4,10.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,6,21,7.5,16.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,7,21.2,4.8,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,8,25.3,8.3,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,9,27.1,13.4,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,10,29.2,16,33.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,11,27.6,16.4,85.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2000,12,29.8,17.7,67.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,1,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,2,28.1,18.5,30.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,3,28.2,16.7,13.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,4,27,14.8,7.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,5,24.8,9,8.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,6,23,6,2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,7,21.8,5.7,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,8,26.9,10.7,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,9,28.2,13.6,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,10,28.9,16.5,34.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,11,27.4,18.2,133,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2001,12,28.1,17.9,1.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,1,30.8,18.5,21,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,2,30.3,18.2,23.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,3,30.7,16.7,1.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,4,28.7,14.2,18.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,5,25.7,9.6,8.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,6,21.2,7,4.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,7,23,5.4,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,8,25.4,11.3,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,9,27.2,12.8,2.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,10,29.2,15.6,43.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,11,29.8,15.7,3.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2002,12,30,18.3,5.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,1,32,19.1,3.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,2,33,19.7,         ,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,3,32.5,17.2,5.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,4,30.4,15.7,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,5,25.6,10,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,6,21.1,8.1,6.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,7,22.7,5.2,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,8,24.7,8.4,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,9,28.7,13.6,1.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,10,30.2,16.9,36.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,11,30.3,18.4,22.8,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2003,12,33.1,19.4,29,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,1,29.4,18.8,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,2,28.7,18.2,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,3,26.7,17,85.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,4,26.3,14.1,29.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,5,25,8.2,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,6,21.1,5.3,7.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,7,21.5,4.5,4.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,8,23.1,10.1,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,9,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,10,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,11,32.1,19,38,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2004,12,29.6,18.4,124.2,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,1,31,19.4,66.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,2,32.2,18.1,54.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,3,29.3,16.6,26.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,4,27.5,14.6,24.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,5,26.9,10.5,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,6,25.2,8.3,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,7,24.2,6.1,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,8,26.9,12.6,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,9,31.4,15.2,0,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,10,31.9,17,0.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,11,30.4,18.7,88.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2005,12,29.2,17.9,39,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,1,29.2,19.9,163.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,2,29.8,19.1,101.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,3,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,4,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,5,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,6,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,7,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,8,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,9,NA,NA,NA,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,10,33.1,18.5,14.6,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,11,30.1,17.3,132.4,
MOKOPANE,-24.2,29.01,LIMPOPO PROVINCE,2006,12,31.7,18.9,122.8,
